Megamek Unit Database
This file can be regenerated with java -jar MegaMek.jar -export filename
Type,SubType,Name,Model,BV,Cost (Loaded), Cost (Unloaded),Year,Techlevel,Tonnage,Tech,Canon,Walk,Run,Jump
'Mech,BattleMech,Ha Otoko,2,2348,12830510,12484010,2750,Clan TW,65.0,IS,Canon,4,6,0
'Mech,BattleMech,Ha Otoko,HKO-1C,1288,11637560,11340560,3060,IS TW non-box set,65.0,IS,Canon,4,6,0
'Mech,Omni,Hauptmann,HA1-O,2157,12904735,12592735,3060,IS TW non-box set,95.0,IS,Canon,3,5,0
'Mech,Omni,Hauptmann,HA1-OA,2311,12478051,12117301,3060,IS TW non-box set,95.0,IS,Canon,3,5,3
'Mech,Omni,Hauptmann,HA1-OB,2208,12454407,12308157,3060,IS TW non-box set,95.0,IS,Canon,3,5,0
'Mech,Omni,Hauptmann,HA1-OC,2322,12863785,12376285,3062,IS TW non-box set,95.0,IS,Canon,3,5,0
'Mech,Omni,Hauptmann,HA1-OD,2359,14941510,14839135,3070,IS TW non-box set,95.0,IS,Canon,3,5,0
'Mech,Omni,Hauptmann,HA1-OE,2298,12422719,11557407,3073,IS TW non-box set,95.0,IS,Canon,3,5,0
'Mech,BattleMech,Helios,HEL-3D,1618,5736000,5628800,3060,IS TW non-box set,60.0,IS,Canon,4,6,4
'Mech,BattleMech,Helios,HEL-4A,1519,5604800,5588800,3060,IS TW non-box set,60.0,IS,Canon,4,6,4
'Mech,BattleMech,Helios,HEL-6X,1761,12793600,12793600,3072,IS advanced,60.0,IS,Canon,5,8,5
'Mech,BattleMech,Helios,HEL-C,1533,6008000,5900800,3060,IS TW non-box set,60.0,IS,Canon,4,6,4
'Mech,BattleMech,Highlander IIC,,2979,10091280,9418680,3060,Clan TW,90.0,IS,Canon,3,5,3
'Mech,BattleMech,Highlander IIC,2,2928,10763880,9975380,3072,Clan advanced,90.0,IS,Canon,3,5,3
'Mech,BattleMech,Icestorm,,728,4423750,4390000,3060,Clan TW,25.0,IS,Canon,12,18,0
'Mech,BattleMech,Icestorm,2,868,4590000,4590000,3068,Clan advanced,25.0,IS,Canon,12,18,0
'Mech,BattleMech,Initiate,INI-02,1036,3177183,3094583,3060,IS TW non-box set,40.0,IS,Canon,4,6,0
'Mech,BattleMech,Initiate,INI-04,901,6365800,6155800,3068,IS TW non-box set,40.0,IS,Canon,4,6,0
'Mech,BattleMech,JagerMech III,JM6-D3,1537,14006575,14004925,3060,IS TW non-box set,65.0,IS,Canon,5,8,0
'Mech,BattleMech,JagerMech III,JM6-D4,1831,14271400,14271400,3070,IS TW non-box set,65.0,IS,Canon,5,8,0
'Mech,BattleMech,Jinggau,JN-G7L,2137,14661625,14513125,3060,IS TW non-box set,65.0,IS,Canon,5,8,5
'Mech,BattleMech,Jinggau,JN-G8A,2072,14427325,14361325,3060,IS TW non-box set,65.0,IS,Canon,5,8,5
'Mech,BattleMech,Jinggau,JN-G9CC,1656,18610075,18610075,3072,IS advanced,65.0,IS,Canon,5,10,0
'Mech,BattleMech,Kabuto,KBO-7A,524,2413040,2348240,3059,IS TW non-box set,20.0,IS,Canon,7,11,0
'Mech,BattleMech,Kabuto,KBO-7B,635,2494640,2494640,3068,IS TW non-box set,20.0,IS,Canon,7,11,0
'Mech,BattleMech,Mandrill,,1209,3900065,3744065,3060,Clan TW,30.0,IS,Canon,4,6,4
'Mech,BattleMech,Marshal,MHL-2L,1313,4940573,4800298,3063,IS TW non-box set,55.0,IS,Canon,4,6,4
'Mech,BattleMech,Marshal,MHL-6MC,1467,7995365,7622977,3073,IS TW non-box set,55.0,IS,Canon,4,6,4
'Mech,BattleMech,Marshal,MHL-X1,1163,4545323,4498048,3059,IS TW non-box set,55.0,IS,Canon,4,6,4
'Mech,BattleMech,Matador,,2006,5740960,5567360,3060,Clan TW,60.0,IS,Canon,4,6,4
'Mech,BattleMech,Matador,2,1728,5972960,5609760,3072,Clan TW,60.0,IS,Canon,4,6,4
'Mech,Omni,Men Shen,MS1-O,1550,16628593,16512343,3060,IS TW non-box set,55.0,IS,Canon,6,12,0
'Mech,Omni,Men Shen,MS1-OA,1529,16913406,16851406,3060,IS TW non-box set,55.0,IS,Canon,6,12,0
'Mech,Omni,Men Shen,MS1-OB,1484,16719656,16715781,3060,IS TW non-box set,55.0,IS,Canon,6,12,0
'Mech,Omni,Men Shen,MS1-OC,1435,16613578,16613578,3060,IS TW non-box set,55.0,IS,Canon,6,12,0
'Mech,Omni,Men Shen,MS1-OD,1581,16624718,16572406,3060,IS TW non-box set,55.0,IS,Canon,6,12,0
'Mech,Omni,Men Shen,MS1-OE,1625,16373812,16255624,3070,IS TW non-box set,55.0,IS,Canon,6,12,0
'Mech,Omni,Men Shen,MS1-OF,1648,16843656,16843656,3076,IS TW non-box set,55.0,IS,Canon,6,12,0
'Mech,Omni,Nova Cat,A,2629,17383917,17383917,3060,Clan TW,70.0,IS,Canon,4,6,4
'Mech,Omni,Nova Cat,B,2492,18429417,17791917,3060,Clan TW,70.0,IS,Canon,4,6,0
'Mech,Omni,Nova Cat,C,1944,17297005,17207755,3060,Clan TW,70.0,IS,Canon,4,6,0
'Mech,Omni,Nova Cat,D,2084,17783417,17715417,3060,Clan TW,70.0,IS,Canon,4,6,0
'Mech,Omni,Nova Cat,E,2191,18767292,17492292,3060,Clan TW,70.0,IS,Canon,4,6,0
'Mech,Omni,Nova Cat,F,2706,19296417,19296417,3070,Clan TW,70.0,IS,Canon,4,6,6
'Mech,Omni,Nova Cat,G,2522,19209292,18569667,3072,Clan TW,70.0,IS,Canon,4,6,0
'Mech,Omni,Nova Cat,Prime,2530,17672917,17672917,3060,Clan TW,70.0,IS,Canon,4,6,0
'Mech,BattleMech,Orion IIC,,2392,8267000,7992250,3060,Clan TW,75.0,IS,Canon,4,6,0
'Mech,BattleMech,Pack Hunter,,1369,3206840,3206840,3059,Clan TW,30.0,IS,Canon,7,11,7
'Mech,BattleMech,Pack Hunter,2,1598,5047640,5047640,3065,Clan TW,30.0,IS,Canon,7,11,7
'Mech,BattleMech,Pack Hunter,3,1747,5268640,5268640,3068,Clan TW,30.0,IS,Canon,7,14,7
'Mech,BattleMech,Pack Hunter,4,1257,5561140,5561140,3070,Clan TW,30.0,IS,Canon,6,9,9
'Mech,BattleMech,Predator,,1754,12152800,12050400,3060,Clan TW,60.0,IS,Canon,5,8,0
'Mech,BattleMech,Predator,2,2159,12298400,12106400,3075,Clan TW,60.0,IS,Canon,5,8,0
'Mech,BattleMech,Sentry,SNT-04,1069,3232927,3231527,3060,IS TW non-box set,40.0,IS,Canon,5,8,5
'Mech,BattleMech,Sentry,SNT-W5,1143,7276780,7275380,3072,IS advanced,40.0,IS,Canon,5,8,5
'Mech,BattleMech,Shugenja,SJA-7D,1656,17745000,17727500,3061,IS TW non-box set,75.0,IS,Canon,4,6,0
'Mech,BattleMech,Shugenja,SJA-8H,1692,17228750,17211250,3069,IS TW non-box set,75.0,IS,Canon,4,6,0
'Mech,BattleMech,Sirocco,SRC-3C,2154,10159500,10065900,3060,IS TW non-box set,95.0,IS,Canon,3,5,0
'Mech,BattleMech,Sirocco,SRC-5C,2107,10132200,10001550,3060,IS TW non-box set,95.0,IS,Canon,3,5,0
'Mech,BattleMech,Sirocco,SRC-6C,2202,12267451,12189451,3070,IS TW non-box set,95.0,IS,Canon,3,5,5
'Mech,BattleMech,Snow Fox,,807,1826200,1826200,3060,Clan TW,20.0,IS,Canon,8,16,0
'Mech,BattleMech,Snow Fox,2,604,1883200,1847200,3060,Clan TW,20.0,IS,Canon,8,16,0
'Mech,BattleMech,Snow Fox,3,903,3201600,3020400,3075,Clan TW,20.0,IS,Canon,9,14,0
'Mech,BattleMech,Stalking Spider,,2232,5799500,5759000,3060,Clan TW,50.0,IS,Canon,5,10,5
'Mech,BattleMech,Stalking Spider,2,2056,5843000,5843000,3060,Clan TW,50.0,IS,Canon,5,10,5
'Mech,BattleMech,Stalking Spider,3,1643,6669500,6629000,3075,Clan TW,50.0,IS,Canon,5,8,8
'Mech,Omni,Stooping Hawk,A,2319,7143821,7143821,3050,Clan TW,55.0,IS,Canon,5,8,5
'Mech,Omni,Stooping Hawk,B,2111,8011821,7546821,3050,Clan TW,55.0,IS,Canon,5,8,0
'Mech,Omni,Stooping Hawk,C,2435,7105071,7105071,3050,Clan TW,55.0,IS,Canon,5,8,5
'Mech,Omni,Stooping Hawk,D,1838,6798655,6798655,3060,Clan TW,55.0,IS,Canon,5,8,0
'Mech,Omni,Stooping Hawk,E,1674,7434446,6936508,3060,Clan TW,55.0,IS,Canon,5,8,0
'Mech,Omni,Stooping Hawk,F,1988,10009383,9904758,3072,Clan TW,55.0,IS,Canon,5,8,8
'Mech,Omni,Stooping Hawk,G,1657,6995796,6977196,3073,Clan advanced,55.0,IS,Canon,5,8,0
'Mech,Omni,Stooping Hawk,Prime,2147,7229071,7159321,3050,Clan TW,55.0,IS,Canon,5,8,5
'Mech,BattleMech,Tai-sho,TSH-7S,1774,13738100,13693700,3061,IS TW non-box set,85.0,IS,Canon,3,5,0
'Mech,BattleMech,Tai-sho,TSH-8S,2001,12350600,12306200,3073,IS TW non-box set,85.0,IS,Canon,3,5,0
'Mech,BattleMech,Thunder Stallion,,2306,9418350,8874450,3060,Clan TW,85.0,IS,Canon,3,5,0
'Mech,BattleMech,Thunder Stallion,2 "Fire Stallion",2575,8693150,8249150,3060,Clan TW,85.0,IS,Canon,3,5,0
'Mech,BattleMech,Thunder Stallion,3,2667,9644050,9174150,3068,Clan TW,85.0,IS,Canon,3,5,0
'Mech,BattleMech,Ti Ts'ang,TSG-9C,1989,15344480,15248480,3069,IS TW non-box set,60.0,IS,Canon,6,9,6
'Mech,BattleMech,Ti Ts'ang,TSG-9H,1880,15361280,15361280,3059,IS TW non-box set,60.0,IS,Canon,6,9,6
'Mech,BattleMech,Ti Ts'ang,TSG-9J,1909,15299680,15299680,3060,IS TW non-box set,60.0,IS,Canon,6,9,6
'Mech,BattleMech,Toyama,TYM-1A,1714,16281125,16120125,3057,IS TW non-box set,75.0,IS,Canon,4,6,0
'Mech,BattleMech,Toyama,TYM-1B,1788,15764875,15659875,3070,IS TW non-box set,75.0,IS,Canon,4,6,0
'Mech,BattleMech,Toyama,TYM-1C,1727,17647875,17367875,3072,IS advanced,75.0,IS,Canon,4,6,0
'Mech,BattleMech,UrbanMech IIC,,798,1830725,1799525,2849,Clan TW,30.0,IS,Canon,3,5,3
'Mech,BattleMech,UrbanMech IIC,2,855,1976650,1898650,3070,Clan TW,30.0,IS,Canon,3,5,3
'Mech,BattleMech,Ursus,,1778,4535500,4450000,3059,Clan TW,50.0,IS,Canon,4,6,0
'Mech,BattleMech,Ursus,2,2054,10647000,10510500,3074,Clan TW,50.0,IS,Canon,6,9,6
'Mech,BattleMech,Viking,VKG-2F,2079,10227700,9428750,3059,IS TW non-box set,90.0,IS,Canon,3,5,0
'Mech,BattleMech,Viking,VKG-2G,2152,9555100,9418300,3060,IS TW non-box set,90.0,IS,Canon,3,5,0
'Mech,BattleMech,Viking,VKG-3A,1876,12942800,11992800,3074,IS advanced,90.0,IS,Canon,3,5,0
'Mech,BattleMech,Viking,VKG-3W,1778,10926900,9823000,3072,IS TW non-box set,90.0,IS,Canon,3,5,0
'Mech,BattleMech,Wyvern IIC,,1624,4060290,3893540,3060,Clan TW,45.0,IS,Canon,4,6,4
'Mech,BattleMech,Wyvern IIC,2,1537,4280328,4062103,3071,Clan advanced,45.0,IS,Canon,4,6,4
'Mech,BattleMech,Yeoman,YMN-10-OR,1319,9467200,8963200,3075,IS TW non-box set,60.0,IS,Canon,4,6,4
'Mech,BattleMech,Yeoman,YMN-6Y,1344,5696000,5408000,3060,IS TW non-box set,60.0,IS,Canon,4,6,0
'Mech,BattleMech,Yu Huang,Y-H10G,2433,24033100,23957100,3060,IS TW non-box set,90.0,IS,Canon,4,6,4
'Mech,BattleMech,Yu Huang,Y-H11G,2131,25874200,25361200,3075,IS TW non-box set,90.0,IS,Canon,4,6,4
'Mech,BattleMech,Yu Huang,Y-H9G,2074,23681600,23484000,3060,IS TW non-box set,90.0,IS,Canon,4,6,4
'Mech,BattleMech,Yu Huang,Y-H9GB,2039,23023250,22852250,3068,IS TW non-box set,90.0,IS,Canon,4,6,4
'Mech,BattleMech,Yu Huang,Y-H9GC,2017,26296000,26155400,3067,IS TW non-box set,90.0,IS,Canon,4,6,4
'Mech,BattleMech,Akuma,AKU-1X,1959,9517480,9232480,3058,IS TW non-box set,90.0,IS,Canon,3,5,0
'Mech,BattleMech,Akuma,AKU-1XJ,2203,9789655,9593955,3064,IS TW non-box set,90.0,IS,Canon,3,5,3
'Mech,BattleMech,Anubis,ABS-3L,951,5153525,5114525,3062,IS TW non-box set,30.0,IS,Canon,8,12,0
'Mech,BattleMech,Anubis,ABS-3R,970,5275725,5231525,3062,IS TW non-box set,30.0,IS,Canon,8,12,0
'Mech,BattleMech,Anubis,ABS-3T,1150,5440175,5440175,3062,IS TW non-box set,30.0,IS,Canon,8,12,0
'Mech,BattleMech,Arcas,2,2835,14520550,14520550,3061,Clan TW,65.0,IS,Canon,5,8,5
'Mech,BattleMech,Arcas,,2484,14777950,14688850,3061,Clan TW,65.0,IS,Canon,5,8,5
'Mech,BattleMech,Argus,AGS-2D,1566,12268800,11884800,3062,IS TW non-box set,60.0,IS,Canon,5,8,0
'Mech,BattleMech,Argus,AGS-4D,1638,11978400,11843200,3062,IS TW non-box set,60.0,IS,Canon,5,8,0
'Mech,BattleMech,Atlas,AS7-S2,2378,19334000,18934000,3062,IS TW non-box set,100.0,IS,Canon,3,5,0
'Mech,BattleMech,Axman,AXM-3S,1649,10852380,10674180,3062,IS TW non-box set,65.0,IS,Canon,4,6,4
'Mech,BattleMech,Banshee,BNC-6S,1889,20787879,20530479,3062,IS TW non-box set,95.0,IS,Canon,4,6,0
'Mech,BattleMech,Banshee,BNC-7S,2114,20788171,20657521,3062,IS TW non-box set,95.0,IS,Canon,4,6,0
'Mech,BattleMech,Black Knight,BL-12-KNT,1840,7460250,7460250,3062,IS TW non-box set,75.0,IS,Canon,4,6,0
'Mech,BattleMech,Blood Kite,2,3122,10031625,9587625,3064,Clan TW,85.0,IS,Canon,3,5,3
'Mech,BattleMech,Blood Kite,,2776,9691225,9308275,2907,Clan TW,85.0,IS,Canon,3,5,3
'Mech,BattleMech,Bloodhound,B1-HND,1248,9263253,9184953,3064,IS TW non-box set,45.0,IS,Canon,7,11,0
'Mech,BattleMech,Bloodhound,B2-HND,1363,9552165,9473865,3064,IS TW non-box set,45.0,IS,Canon,7,11,0
'Mech,BattleMech,Blue Flame,BLF-21,1256,7118050,7039750,3067,IS TW non-box set,45.0,IS,Canon,5,8,0
'Mech,BattleMech,Bombardier,BMB-14C,1549,15689822,15293822,3062,IS TW non-box set,65.0,IS,Canon,5,8,0
'Mech,BattleMech,Brigand,LDT-1,771,2286250,2286250,3067,IS TW non-box set,25.0,IS,Canon,6,9,6
'Mech,BattleMech,Brigand,LDT-X1,937,2336250,2336250,3067,IS TW non-box set,25.0,IS,Canon,6,9,6
'Mech,BattleMech,Brigand,LDT-X2,764,2293750,2286250,3067,IS TW non-box set,25.0,IS,Canon,6,9,6
'Mech,BattleMech,Burrock,,2230,19074999,18934999,3066,Clan TW,75.0,IS,Canon,5,8,0
'Mech,BattleMech,Caesar,CES-4S,1739,11560340,11458340,3062,IS TW non-box set,70.0,IS,Canon,4,6,0
'Mech,BattleMech,Cataphract,CTF-4L,2002,8020884,7952884,3062,IS TW non-box set,70.0,IS,Canon,4,6,0
'Mech,BattleMech,Catapult,CPLT-C5,1748,6557375,6474875,3067,IS advanced,65.0,IS,Canon,4,6,4
'Mech,BattleMech,Catapult,CPLT-H2,1473,6060725,6034325,3067,IS TW non-box set,65.0,IS,Canon,4,6,4
'Mech,BattleMech,Centurion,CN9-D5,1738,11010000,10956000,3062,IS TW non-box set,50.0,IS,Canon,6,12,0
'Mech,BattleMech,Champion,CHP-3P,1503,13203200,13121600,3062,IS TW non-box set,60.0,IS,Canon,5,8,0
'Mech,BattleMech,Charger,CGR-2A2,1106,7779120,7770120,3062,IS TW non-box set,80.0,IS,Canon,5,8,0
'Mech,BattleMech,Charger,CGR-SA5,2105,17801640,17546040,3062,IS TW non-box set,80.0,IS,Canon,4,8,0
'Mech,BattleMech,Chimera,CMA-1S,1173,6737500,6722800,3063,IS TW non-box set,40.0,IS,Canon,6,9,6
'Mech,BattleMech,Chimera,CMA-C,1182,7079800,7065800,3063,IS TW non-box set,40.0,IS,Canon,6,9,6
'Mech,BattleMech,Clint,CLNT-5U,1275,6324080,6324080,3062,IS TW non-box set,40.0,IS,Canon,6,9,6
'Mech,BattleMech,Commando,COM-4H,691,1935000,1923750,3062,IS TW non-box set,25.0,IS,Canon,6,9,0
'Mech,BattleMech,Commando,COM-7S,658,2965000,2830000,3062,IS TW non-box set,25.0,IS,Canon,6,9,0
'Mech,BattleMech,Crab,CRB-30,1509,9987875,9987875,3062,IS TW non-box set,50.0,IS,Canon,5,8,0
'Mech,Omni,Crimson Langur,Prime,1952,13799375,13799375,3065,Clan TW,50.0,IS,Canon,7,11,5
'Mech,Omni,Crimson Langur,A,2003,13761875,13536875,3065,Clan TW,50.0,IS,Canon,7,11,0
'Mech,Omni,Crimson Langur,B,2210,14799688,14377813,3065,Clan TW,50.0,IS,Canon,7,11,7
'Mech,Omni,Crimson Langur,C,1437,13307188,13262188,3065,Clan TW,50.0,IS,Canon,7,11,0
'Mech,BattleMech,Cronus,CNS-3M,1339,4896657,4854807,3040,IS Introductory Box Set,55.0,IS,Canon,5,8,5
'Mech,BattleMech,Cronus,CNS-5M,1579,12651177,12567477,3060,IS TW non-box set,55.0,IS,Canon,6,9,6
'Mech,BattleMech,Cyclops,CP-11-H,1525,9698360,9637560,3062,IS TW non-box set,90.0,IS,Canon,4,6,0
'Mech,BattleMech,Fafnir,FNR-5,2636,11470000,11150000,3063,IS TW non-box set,100.0,IS,Canon,3,5,0
'Mech,BattleMech,Fafnir,FNR-5B,2625,11118000,10958000,3063,IS TW non-box set,100.0,IS,Canon,3,5,0
'Mech,BattleMech,Flashman,FLS-9C,1779,19956124,19956124,3062,IS TW non-box set,75.0,IS,Canon,5,8,0
'Mech,BattleMech,Guillotine,GLT-8D,1891,7364684,7272884,3062,IS TW non-box set,70.0,IS,Canon,4,6,4
'Mech,BattleMech,Gurkha,GUR-2G,1101,6646410,6646410,3063,IS TW non-box set,35.0,IS,Canon,7,11,0
'Mech,BattleMech,Gurkha,GUR-4G,908,6477660,6477660,3063,IS TW non-box set,35.0,IS,Canon,7,11,0
'Mech,BattleMech,Hellfire,2,2367,13508560,13028560,3064,Clan TW,60.0,IS,Canon,5,10,0
'Mech,BattleMech,Hellfire,,2111,6824960,6728960,3058,Clan TW,60.0,IS,Canon,4,8,0
'Mech,Omni,Hellion,A,1543,6545500,6399250,3059,Clan TW,30.0,IS,Canon,7,14,0
'Mech,Omni,Hellion,B,1569,6659900,6659900,3059,Clan TW,30.0,IS,Canon,7,14,0
'Mech,Omni,Hellion,C,2095,6732050,6366425,3061,Clan TW,30.0,IS,Canon,7,14,0
'Mech,Omni,Hellion,Prime,1873,6594087,6457587,3059,Clan TW,30.0,IS,Canon,7,14,0
'Mech,BattleMech,Hellspawn,HSN-7D,1220,8375200,8288200,3062,IS TW non-box set,45.0,IS,Canon,6,9,6
'Mech,BattleMech,Hellspawn,HSN-8E,1341,8810200,8636200,3067,IS TW non-box set,45.0,IS,Canon,6,9,6
'Mech,BattleMech,Hellspawn,HSN-9F,1118,7990950,7976450,3067,IS TW non-box set,45.0,IS,Canon,6,9,6
'Mech,BattleMech,Hermes II,HER-5C,1119,7804580,7773080,3062,IS TW non-box set,40.0,IS,Canon,6,9,0
'Mech,BattleMech,Hunchback,HBK-5H,1097,3833500,3794500,3062,IS TW non-box set,50.0,IS,Canon,4,6,0
'Mech,BattleMech,Hunchback,HBK-5S,1350,6610875,6448875,3062,IS TW non-box set,50.0,IS,Canon,4,6,4
'Mech,BattleMech,JagerMech,JM6-H,1348,5896220,5875925,3062,IS TW non-box set,65.0,IS,Canon,4,6,0
'Mech,BattleMech,JagerMech,JM7-F,1774,13715034,13633434,3062,IS TW non-box set,70.0,IS,Canon,4,6,0
'Mech,BattleMech,Javelin,JVN-11D,1104,4504240,4504240,3062,IS TW non-box set,30.0,IS,Canon,6,9,6
'Mech,BattleMech,King Crab,KGC-005,2264,13406000,12974000,3062,IS TW non-box set,100.0,IS,Canon,3,5,0
'Mech,BattleMech,Lancelot,LNC25-04,1640,14934400,14934400,3062,IS TW non-box set,60.0,IS,Canon,6,9,0
'Mech,BattleMech,Lao Hu,LHU-2B,1771,18828687,18569687,3062,IS TW non-box set,75.0,IS,Canon,5,8,0
'Mech,BattleMech,Lao Hu,LHU-3B,1497,21171937,20870937,3062,IS TW non-box set,75.0,IS,Canon,5,8,0
'Mech,BattleMech,Lao Hu,LHU-3C,1878,18123437,17895937,3062,IS TW non-box set,75.0,IS,Canon,5,8,0
'Mech,BattleMech,Legacy,LGC-01,1967,9329490,9145890,3065,IS TW non-box set,80.0,IS,Canon,3,5,3
'Mech,BattleMech,Legacy,LGC-02,2033,9531090,9109890,3065,IS TW non-box set,80.0,IS,Canon,3,5,3
'Mech,BattleMech,Lightray,LGH-4W,1450,12577810,12577810,3066,IS TW non-box set,55.0,IS,Canon,7,11,0
'Mech,BattleMech,Lightray,LGH-4Y,1379,12604160,12562310,3066,IS TW non-box set,55.0,IS,Canon,7,11,0
'Mech,BattleMech,Lightray,LGH-5W,1674,12771560,12771560,3066,IS TW non-box set,55.0,IS,Canon,7,11,0
'Mech,BattleMech,Lobo,,1715,7554400,7131600,3064,Clan TW,40.0,IS,Canon,6,9,0
'Mech,BattleMech,Mad Cat Mk II,,3135,24017900,23751900,3062,Clan TW,90.0,IS,Canon,4,6,3
'Mech,BattleMech,Mercury,MCY-102,514,2723740,2723740,3062,IS TW non-box set,20.0,IS,Canon,8,16,0
'Mech,BattleMech,Ninja-To,NJT-2,1527,16080900,16072650,3062,IS TW non-box set,65.0,IS,Canon,6,9,0
'Mech,BattleMech,Ninja-To,NJT-3,1605,15915900,15915900,3067,IS TW non-box set,65.0,IS,Canon,6,9,0
'Mech,BattleMech,No-Dachi,NDA-1K,1708,17628887,17520087,3058,IS TW non-box set,70.0,IS,Canon,5,8,0
'Mech,BattleMech,No-Dachi,NDA-2K,1739,17832462,17798462,3059,IS TW non-box set,70.0,IS,Canon,5,8,0
'Mech,BattleMech,No-Dachi,NDA-2KO,1728,17704962,17704962,3060,IS TW non-box set,70.0,IS,Canon,5,8,0
'Mech,BattleMech,Osiris,OSR-3D,1138,5230550,5194800,3063,IS TW non-box set,30.0,IS,Canon,8,12,4
'Mech,BattleMech,Osiris,OSR-4D,1234,5575700,5575700,3063,IS TW non-box set,30.0,IS,Canon,8,12,8
'Mech,BattleMech,Panther,PNT-12A,982,2881260,2808360,3062,IS TW non-box set,35.0,IS,Canon,4,6,4
'Mech,Omni,Perseus,P1A,1661,20901563,20140313,3058,IS TW non-box set,75.0,IS,Canon,4,6,0
'Mech,Omni,Perseus,P1B,1776,19335859,19283359,3058,IS TW non-box set,75.0,IS,Canon,4,6,0
'Mech,Omni,Perseus,P1C,1644,19472031,19187656,3058,IS TW non-box set,75.0,IS,Canon,4,6,0
'Mech,Omni,Perseus,P1D,1714,21329766,20629766,3058,IS TW non-box set,75.0,IS,Canon,4,6,0
'Mech,Omni,Perseus,P1,1713,20494141,20061016,3058,IS TW non-box set,75.0,IS,Canon,4,6,0
'Mech,BattleMech,Pinion,2,1657,4263290,4263290,3067,Clan TW,45.0,IS,Canon,5,8,5
'Mech,BattleMech,Pinion,,1646,4289390,4289390,3065,Clan TW,45.0,IS,Canon,5,8,5
'Mech,BattleMech,Rabid Coyote,,2081,6063806,5598806,3066,Clan TW,55.0,IS,Canon,5,8,0
'Mech,BattleMech,Raven,RVN-4L,873,6090525,6001425,3063,IS TW non-box set,35.0,IS,Canon,6,9,0
'Mech,BattleMech,Razorback,RZK-9S,855,3535350,3464500,3063,IS TW non-box set,30.0,IS,Canon,6,9,0
'Mech,BattleMech,Razorback,RZK-9T,1149,3810300,3810300,3065,IS TW non-box set,30.0,IS,Canon,6,9,0
'Mech,BattleMech,Red Shift,RDS-2A,626,2942400,2942400,3067,IS TW non-box set,20.0,IS,Canon,9,14,0
'Mech,BattleMech,Red Shift,RDS-2B,555,2942400,2942400,3067,IS TW non-box set,20.0,IS,Canon,9,14,0
'Mech,BattleMech,Sagittaire,SGT-8R,2088,20226376,20226376,3063,IS TW non-box set,95.0,IS,Canon,3,5,3
'Mech,Omni,Savage Coyote,A,2852,22143460,21005710,3059,Clan TW,85.0,IS,Canon,3,5,3
'Mech,Omni,Savage Coyote,B,2284,21403344,20515344,3059,Clan TW,85.0,IS,Canon,3,5,0
'Mech,Omni,Savage Coyote,C,3189,22566532,21699344,3059,Clan TW,85.0,IS,Canon,3,5,3
'Mech,Omni,Savage Coyote,Prime,2613,22956188,21841563,3059,Clan TW,85.0,IS,Canon,3,5,0
'Mech,BattleMech,Scylla,,2897,29981333,29737333,3062,Clan TW,100.0,IS,Canon,4,6,4
'Mech,BattleMech,Sentinel,STN-4D,1179,3757880,3724280,3062,IS TW non-box set,40.0,IS,Canon,6,9,0
'Mech,BattleMech,Sha Yu,SYU-2B,1379,7859133,7859133,3063,IS TW non-box set,40.0,IS,Canon,7,11,0
'Mech,BattleMech,Sha Yu,SYU-4B,1267,8080333,7996333,3063,IS TW non-box set,40.0,IS,Canon,7,11,0
'Mech,BattleMech,Solitaire,,1284,4507083,4507083,3067,Clan TW,25.0,IS,Canon,10,15,0
'Mech,BattleMech,Spirit,,1673,6588630,6434730,3063,Clan TW,35.0,IS,Canon,7,11,0
'Mech,BattleMech,Stalker,STK-7D,1872,8294938,8195038,3062,IS TW non-box set,85.0,IS,Canon,3,5,0
'Mech,BattleMech,Stalker,STK-8S,2020,14072025,13961025,3062,IS TW non-box set,85.0,IS,Canon,3,5,0
'Mech,BattleMech,Stiletto,STO-4A,863,5294025,5180625,3062,IS TW non-box set,35.0,IS,Canon,8,12,0
'Mech,BattleMech,Stiletto,STO-4B,1168,5514750,5514750,3062,IS TW non-box set,35.0,IS,Canon,8,12,0
'Mech,Omni,Templar,TLR1-O (Grayson),1868,25514198,25347698,3065,IS TW non-box set,85.0,IS,Canon,4,6,3
'Mech,Omni,Templar,TLR1-O (Tancred),2273,25720011,25581261,3065,IS TW non-box set,85.0,IS,Canon,4,6,0
'Mech,Omni,Templar,TLR1-O,2045,25338448,25121073,3062,IS TW non-box set,85.0,IS,Canon,4,6,0
'Mech,Omni,Templar,TLR1-OA,2070,26270386,26062261,3062,IS TW non-box set,85.0,IS,Canon,4,6,4
'Mech,Omni,Templar,TLR1-OB,1806,25484136,25463323,3062,IS TW non-box set,85.0,IS,Canon,4,6,0
'Mech,Omni,Templar,TLR1-OC,2063,26936386,26732886,3062,IS TW non-box set,85.0,IS,Canon,4,6,4
'Mech,BattleMech,Tessen,TSN-1C,1162,10824000,10779000,3061,IS TW non-box set,50.0,IS,Canon,6,9,0
'Mech,BattleMech,Tessen,TSN-C3,1234,10089000,10044000,3061,IS TW non-box set,50.0,IS,Canon,6,9,0
'Mech,BattleMech,Thanatos,THS-4S,1844,19339249,19321749,3062,IS TW non-box set,75.0,IS,Canon,5,8,5
'Mech,BattleMech,Thorn,THE-N1,656,2446620,2446620,3062,IS TW non-box set,20.0,IS,Canon,6,9,0
'Mech,BattleMech,UrbanMech,UM-R70,724,1774825,1743625,3062,IS TW non-box set,30.0,IS,Canon,2,3,2
