Chassis|Model|MUL ID|Combined|Clan|Source|File Location|Weight|Intro Date|Experimental year|Advanced year|Standard year|Extinct Year|Unit Type|Role|BV|Cost|Rules|Engine Name|Internal Structure|Myomer|Cockpit Type|Gyro Type|Armor Types|Equipment|Manufacturer|Factory|Targeting|Comms|Armor|JJ|Engine|Chassis|Capabilities|Overview|History|Deployment|Notes
Xanthos|XNT-4O|3605|Xanthos XNT-4O|false|TRO: 3075|data\mechfiles\mechs\3075\Xanthos XNT-4O.mtf|100.0|3068||3068|3072|-|Quad Mech|Sniper|2548|20252500|2|300 Compact|IS Standard|Standard|Standard Cockpit|Heavy Duty Gyro|IS Stealth,|ISDoubleHeatSink,Jump Jet,Light PPC,ISERMediumLaser,ISERSmallLaser,ISGuardianECMSuite,Heavy PPC|Hollis Incorporated,Norse-Storm Technologies, Inc|Corey,Loxley|HartfordCo XKX 2|HartfordCo Com 2500|Ceres Heavy Stealth|Odin's Own 34z|Vlar 300 Compact|Hollis XNT Mark V|yes|yes|yes|yes|--
Xanthos|XNT-5O|3606|Xanthos XNT-5O|false|TRO: 3075|data\mechfiles\mechs\3075\Xanthos XNT-5O.mtf|100.0|3076|||3076|-|Quad Mech|Skirmisher|2146|17951500|2|300 Compact|IS Endo Steel|Standard|Standard Cockpit|Compact Gyro|IS Light Ferro-Fibrous,|Improved Jump Jet,ISMediumPulseLaser,ISERPPC,ISERSmallLaser,ISDoubleHeatSink|Norse-Storm Technologies, Inc|Loxley|HartfordCo XKX 2|--|Starshield Light|Odin's Own 34z|Vlar 300 Compact|Hollis XNT Mark VI-Endo|yes|yes|yes|yes|--
Ymir|BWP-2B|3620|Ymir BWP-2B|false|TRO: 3075|data\mechfiles\mechs\3075\Ymir BWP-2B.mtf|90.0|2475||2475|2505|-|Biped Mech|Missile Boat|1289|8657255|1|360 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Autocannon/5,Small Laser,Large Laser,Heat Sink,SRM 2,LRM 5|--|--|--|--|--|--|--|--|no|no|no|no|--
Ymir|BWP-2E|5429|Ymir BWP-2E|false|TRO: 3075|data\mechfiles\mechs\3075\Ymir BWP-2E.mtf|90.0|2478||2478|2505|-|Biped Mech|Sniper|1393|9116200|1|360 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,PPC,SRM 6,LRM 10|--|--|--|--|--|--|--|--|no|no|no|no|--
Ymir|BWP-3A|3622|Ymir BWP-3A|false|TRO: 3075|data\mechfiles\mechs\3075\Ymir BWP-3A.mtf|90.0|2733||2733|3045|2855-3040|Biped Mech|Brawler|1491|9370800|2|360 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Large Laser,ISDoubleHeatSink,SRM 6,ISArtemisIV,LRM 10,Medium Laser|--|--|--|--|--|--|--|--|no|no|no|no|--
Arbalest|2|60|Arbalest 2|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Arbalest 2.mtf|25.0|3079|||3079|-|Biped Mech|Missile Boat|1098|2440417|2|125 Fusion (Clan)|Clan Standard|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|CLERMediumLaser,CLDoubleHeatSink,CLMASC,CLLRM10,CLECMSuite,CLCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Arbalest|3|61|Arbalest 3|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Arbalest 3.mtf|25.0|3081|||3081|-|Biped Mech|Brawler|921|2115417|2|125 Fusion (Clan)|Clan Standard|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLERSmallLaser,CLDoubleHeatSink,CLLRM10,CLCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Arbalest||62|Arbalest |true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Arbalest.mtf|25.0|3077|||3077|-|Biped Mech|Missile Boat|1029|2440417|2|125 Fusion (Clan)|Clan Standard|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|CLERMediumLaser,CLDoubleHeatSink,CLLRM10,CLECMSuite,CLCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Arctic Wolf II|A|104|Arctic Wolf II A|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Arctic Wolf II A.mtf|40.0|3085|||3085|-|Biped Mech|Scout|1645|10193167|2|280 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Jump Jet,CLStreakSRM4,CLSmallPulseLaser,CLECMSuite,CLActiveProbe,CLDoubleHeatSink,CLCASE|WC Site 1|Arc-Royal|Hunter (7) Dedicated TTS|HWLR Designation ComSys|Royal-7a Ferro-Fibrous|Grandthrust Mk. 4|Light Force 280 XL|AR1 Endo Steel|yes|yes|yes|no|--
Arctic Wolf II|B|105|Arctic Wolf II B|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Arctic Wolf II B.mtf|40.0|3085|||3085|-|Biped Mech|Striker|1678|9571917|2|280 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Jump Jet,CLSRM4,CLDoubleHeatSink,CLSmallPulseLaser,CLLargePulseLaser,CLCASE|--|Arc-Royal|Hunter (7) Dedicated TTS|HWLR Designation ComSys|Royal-7a Ferro-Fibrous|Grandthrust Mk. 4|Light Force 280 XL|AR1 Endo Steel|yes|yes|yes|no|--
Arctic Wolf II|C|106|Arctic Wolf II C|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Arctic Wolf II C.mtf|40.0|3085|||3085|-|Biped Mech|Striker|1913|9738167|2|280 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Jump Jet,CLERLargeLaser,CLDoubleHeatSink,CLSRM4,CLCASE|WC Site 1|Arc-Royal|Hunter (7) Dedicated TTS|HWLR Designation ComSys|Royal-7a Ferro-Fibrous|Grandthrust Mk. 4|Light Force 280 XL|AR1 Endo Steel|yes|yes|yes|no|--
Arctic Wolf II|Prime|107|Arctic Wolf II Prime|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Arctic Wolf II Prime.mtf|40.0|3085|||3085|-|Biped Mech|Striker|2111|9738167|2|280 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Jump Jet,CLERMediumLaser,CLDoubleHeatSink,CLLRM15,CLSmallPulseLaser,CLCASE|WC Site 1|Arc-Royal|Hunter (7) Dedicated TTS|HWLR Designation ComSys|Royal-7a Ferro-Fibrous|Grandthrust Mk. 4|Light Force 280 XL|AR1 Endo Steel|yes|yes|yes|no|--
Atlas|AS7-Dr|143|Atlas AS7-Dr|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Atlas AS7-Dr.mtf|100.0|3070|||3070|-|Biped Mech|Juggernaut|2101|10300000|2|300 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,Medium Laser,LRM 20,ISStreakSRM6,Heavy PPC,ISGuardianECMSuite,ISC3SlaveUnit|Field Refit|Field Refit|Angst Accuracy|Angst Discom|Durallex Special Heavy|--|Vlar 300|Foundation Type 10X|yes|yes|yes|yes|--
Atlas|AS7-K2|145|Atlas AS7-K2|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Atlas AS7-K2.mtf|100.0|3082|||3082|-|Biped Mech|Sniper|2160|28505333|2|400 XL|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|ISERLargeLaser,ISGaussRifle,ISStreakSRM6,ISCASE,ISGuardianECMSuite,ISDoubleHeatSink|Independence Weaponry,Defiance Industries,Defiance Industries,Luthien Armor Works|Quentin,Furillo,Hesperus II,Kaznejoy|Angst Accuracy|Angst Discom|Durallex Special Heavy|--|Vlar 400 XL|Foundation Type 10X|yes|yes|yes|yes|--
Atlas|AS7-K3|146|Atlas AS7-K3|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Atlas AS7-K3.mtf|100.0|3083|||3083|-|Biped Mech|Sniper|2346|28605333|2|400 XL|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|ISERLargeLaser,Jump Jet,ISGuardianECMSuite,ISCASE,ISGaussRifle,ISStreakSRM4,ISDoubleHeatSink|Defiance Industries|Hesperus II|Angst Accuracy|Angst Discom|Durallex Special Heavy|Unknown|Vlar 400 XL|Foundation Type 10X|yes|yes|yes|yes|--
Atlas|AS8-D|151|Atlas AS8-D|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Atlas AS8-D.mtf|100.0|3074|||3074|-|Biped Mech|Juggernaut|2432|13210000|2|300 Fusion|IS Standard|Triple-Strength|Standard Cockpit|Standard Gyro|IS Standard,|Small Laser,Triple Strength Myomer,ISDoubleHeatSink,Light PPC,ISRotaryAC5,ISMML9,ISERSmallLaser,ISCASE,ISSNPPC|Field Refit,Robinson Standard BattleWorks|New Avalon,Robinson|Angst Accuracy|Angst Discom|Durallex Special Heavy|--|Vlar 300|Foundation Type 10X|yes|yes|yes|yes|--
Blade|BLD-XL|391|Blade BLD-XL|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Blade BLD-XL.mtf|35.0|3087|||3087|-|Biped Mech|Striker|1314|6134018|2|245 XL|IS Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Light Ferro-Fibrous,|ISRotaryAC5,ISERMediumLaser,ISDoubleHeatSink,ISCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Blade|BLD-XS|392|Blade BLD-XS|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Blade BLD-XS.mtf|35.0|3087|||3087|-|Biped Mech|Striker|944|5924768|2|245 XL|IS Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Light Ferro-Fibrous,|Autocannon/10,Medium Laser,ISDoubleHeatSink,ISCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Blade|BLD-XX|393|Blade BLD-XX|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Blade BLD-XX.mtf|35.0|3087|||3087|-|Biped Mech|Striker|1064|6302768|2|245 XL|IS Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Light Ferro-Fibrous,|ISLBXAC10,ISERMediumLaser,ISDoubleHeatSink,ISCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Blood Reaper|2|407|Blood Reaper 2|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Blood Reaper 2.mtf|70.0|3080|||3080|-|Biped Mech|Brawler|2521|14197833|2|280 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|CLDoubleHeatSink,CLERPPC,CLHeavyMediumLaser,CLMediumPulseLaser,CLATM6,CLCASE|W-7 Facilities|Weingarten|Build 2 CAT TTttS|Build 1685 Tacticom|Advanced/3|--|280 Fusion XL|Type W4 Endo Steel|yes|yes|yes|yes|--
Blood Reaper||408|Blood Reaper |true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Blood Reaper.mtf|70.0|3079|||3079|-|Biped Mech|Skirmisher|2665|14374633|2|280 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|Jump Jet,CLDoubleHeatSink,CLERPPC,CLHeavyMediumLaser,CLATM6,CLCASE|W-7 Facilities|Weingarten|Build 2 CAT TTttS|Build 1685 Tacticom|Advanced/3|BMP Series XV|280 Fusion XL|Type W4 Endo Steel|yes|yes|yes|yes|--
Brahma|BRM-5A|426|Brahma BRM-5A|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Brahma BRM-5A.mtf|60.0|3080|||3080|-|Biped Mech|Skirmisher|1572|11723680|2|300 XL|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Flamer,ISERMediumLaser,Jump Jet,ISStreakSRM6,ISTargeting Computer,ISCASE,ISDoubleHeatSink,Light Auto Cannon/5,ISAntiMissileSystem|--|--|--|--|--|--|--|--|no|no|no|no|--
Brahma|BRM-5B|427|Brahma BRM-5B|false|Record Sheets: 3085 Unabridged - Cutting Edge|data\mechfiles\mechs\3085u\Cutting Edge\Brahma BRM-5B.mtf|60.0|3080|||3080|-|Biped Mech|Skirmisher|1730|11660880|2|300 XL|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|ISDoubleHeatSink,ISERMediumLaser,Jump Jet,SRM 6,ISTargeting Computer,ISCASE,ISLargeXPulseLaser,ISERSmallLaser|--|--|--|--|--|--|--|--|no|no|no|no|--
Bruin|2|429|Bruin 2|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Bruin 2.mtf|80.0|3083|||3083|-|Biped Mech|Sniper|2200|18238800|2|320 XL (Clan)|Clan Standard|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|Jump Jet,CLLargePulseLaser,CLUltraAC5,CLMG,CLDoubleHeatSink,CLSRM2,CLCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Bruin||430|Bruin |true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Bruin.mtf|80.0|3081|||3081|-|Biped Mech|Skirmisher|2630|18474600|2|320 XL (Clan)|Clan Standard|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|Jump Jet,CLLargePulseLaser,CLERMediumLaser,CLGaussRifle,CLDoubleHeatSink,CLStreakSRM4,CLLRM10,CLCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Cuirass|CDR-1X|769|Cuirass CDR-1X|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Cuirass CDR-1X.mtf|40.0|3086|||3086|-|Biped Mech|Striker|1301|6993280|2|240 XL|IS Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Standard,|Jump Jet,ISRotaryAC5,Sword,ISCASE,Heat Sink,ISERMediumLaser|--|--|--|--|--|--|--|--|no|no|no|no|--
Dark Crow|2|824|Dark Crow 2|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Dark Crow 2.mtf|55.0|3084|||3084|-|Biped Mech|Sniper|1575|11840063|2|330 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|CLLBXAC5,CLERLargeLaser,CLERSmallLaser,CLTargeting Computer,CLDoubleHeatSink,CLCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Dark Crow|3|825|Dark Crow 3|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Dark Crow 3.mtf|55.0|3084|3084|3120||-|Biped Mech|Striker|1681|42983825|4|330 XXL (Clan)|Clan Endo-Composite|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Lamellor,|Jump Jet,CLRotaryAC2,CLPartialWing,CLImprovedMediumHeavyLaser,Liquid Storage,CLDoubleHeatSink,CLCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Dark Crow|4|826|Dark Crow 4|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Dark Crow 4.mtf|55.0|3087|||3087|-|Biped Mech|Skirmisher|1538|11745125|2|330 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLUltraAC5,CLHeavyMediumLaser,CLSRM6,CLTargeting Computer,CLDoubleHeatSink,CLCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Dark Crow||827|Dark Crow |true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Dark Crow.mtf|55.0|3084|||3084|-|Biped Mech|Sniper|1594|11729625|2|330 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|CLUltraAC5,CLERLargeLaser,CLSRM6,CLDoubleHeatSink,CLCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Dasher II|2|847|Dasher II 2|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Dasher II 2.mtf|40.0|3084|3084|3120||-|Biped Mech|Striker|2239|34305227|4|400 XXL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLERMediumLaser,CLMASC,CLDoubleHeatSink|--|--|--|--|--|--|--|--|no|no|no|no|--
Dasher II||848|Dasher II |true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Dasher II.mtf|40.0|3077|||3077|-|Biped Mech|Scout|522|8633893|2|400 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLERMicroLaser,CLDoubleHeatSink|--|--|--|--|--|--|--|--|no|no|no|no|--
Deimos|2|852|Deimos 2|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Deimos 2.mtf|85.0|3084|||3084|-|Biped Mech|Sniper|2394|23317708|4|340 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLUltraAC2,CLLRM15,CLERMediumLaser,CLMASC,CLLaserAntiMissileSystem,CLDoubleHeatSink,CLCASE|Snow Raven Industrial Complex Alpha|Dante|Hermes CT-44|TDWS-37 Mk. 2.2|Longanecker PlastiSteel|--|Type 255 Extralight|Model MHO-14E Endo-Steel|yes|yes|yes|yes|--
Deimos|A|853|Deimos A|true|TRO: 3085u|data\mechfiles\mechs\3085u\Cutting Edge\Deimos A.mtf|85.0|3085|||3085|-|Biped Mech|Brawler|2785|24555281|2|255 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|CLDoubleHeatSink,CLLBXAC10,CLERPPC,CLERMediumLaser,CLMediumPulseLaser,CLMASC,CLECMSuite,CLAntiMissileSystem,CLCASE|Snow Raven Industrial Complex Alpha|Dante|Hermes CT-44|TDWS-37 Mk. 2.2|Longanecker PlastiSteel|--|Type 255 Extralight|Model MHO-14E Endo-Steel|yes|yes|yes|yes|--
Deimos|B|854|Deimos B|true|TRO: 3085u|data\mechfiles\mechs\3085u\Cutting Edge\Deimos B.mtf|85.0|3085|||3085|-|Biped Mech|Sniper|2965|24162156|2|255 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|CLDoubleHeatSink,CLERPPC,CLLargePulseLaser,CLLRM10,CLERMediumLaser,CLMASC,CLECMSuite,CLAntiMissileSystem,CLCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Deimos|C|855|Deimos C|true|TRO: 3085u|data\mechfiles\mechs\3085u\Cutting Edge\Deimos C.mtf|85.0|3086|||3086|-|Biped Mech|Sniper|2737|25295281|2|255 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|CLDoubleHeatSink,CLUltraAC10,CLERLargeLaser,CLSmallPulseLaser,Improved Jump Jet,CLERMediumLaser,CLMASC,CLECMSuite,CLAntiMissileSystem,CLCASE|Snow Raven Industrial Complex Alpha|Dante|Hermes CT-44|TDWS-37 Mk. 2.2|Longanecker PlastiSteel|--|Type 255 Extralight|Model MHO-14E Endo-Steel|yes|yes|yes|yes|--
Deimos|Prime|856|Deimos Prime|true|TRO: 3085u|data\mechfiles\mechs\3085u\Cutting Edge\Deimos Prime.mtf|85.0|3085|||3085|-|Biped Mech|Sniper|2188|23255656|2|255 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|CLDoubleHeatSink,CLUltraAC2,CLLRM15,CLERMediumLaser,CLMASC,CLAntiMissileSystem,CLCASE|Snow Raven Industrial Complex Alpha|Dante|Hermes CT-44|TDWS-37 Mk. 2.2|Longanecker PlastiSteel|--|Type 255 Extralight|Model MHO-14E Endo-Steel|yes|yes|yes|yes|--
Deimos|S|857|Deimos S|true|TRO: 3085u|data\mechfiles\mechs\3085u\Cutting Edge\Deimos S.mtf|85.0|3086|||3086|-|Biped Mech|Sniper|2664|24832781|2|255 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|CLDoubleHeatSink,CLUltraAC10,CLERLargeLaser,CLSmallPulseLaser,Improved Jump Jet,CLERMediumLaser,CLMASC,Liquid Storage,CLAntiMissileSystem,CLCASE|Snow Raven Industrial Complex Alpha|Dante|Hermes CT-44|TDWS-37 Mk. 2.2|Longanecker PlastiSteel|--|Type 255 Extralight|Model MHO-14E Endo-Steel|yes|yes|yes|yes|--
Diomede|D-M3D-3 ConstructionMech|901|Diomede D-M3D-3 ConstructionMech|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Diomede D-M3D-3 ConstructionMech.mtf|100.0|3084|||3084|-|Biped Mech|Missile Boat|1228|4493334|2|200 Fusion|IS Industrial|Standard|Standard Cockpit|Standard Gyro|IS Heavy Industrial,|Heat Sink,Tracks,Heavy-Duty Pile Driver,Nail/Rivet Gun,ISMML7,MechSprayer,Lift Hoist/Arresting Hoist,Searchlight,ISCASE,Liquid Storage|--|--|--|--|--|--|--|--|no|no|no|no|--
Diomede|D-M3D-4 DemolitionMech|902|Diomede D-M3D-4 DemolitionMech|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Diomede D-M3D-4 DemolitionMech.mtf|100.0|3084|||3084|-|Biped Mech|Missile Boat|1235|4584584|2|200 Fusion|IS Industrial|Standard|Standard Cockpit|Standard Gyro|IS Heavy Industrial,|Heat Sink,Tracks,Dual Saw,MechSprayer,Liquid Storage,Spot Welder,Nail/Rivet Gun,ISMML7,Lift Hoist/Arresting Hoist,Searchlight,ISCASE|--|--|--|--|--|--|--|--|no|no|no|no|--
Ebony|MEB-10|940|Ebony MEB-10|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Ebony MEB-10.mtf|25.0|3081|||3081|-|Biped Mech|Scout|1020|5354583|2|250 XL|IS Endo Steel|Triple-Strength|Small Cockpit|XL Gyro|IS Stealth,|Sword,ISERLargeLaser,ISGuardianECMSuite,Triple Strength Myomer,ISDoubleHeatSink|--|--|--|--|--|--|--|--|no|no|no|no|--
Ebony|MEB-11|941|Ebony MEB-11|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Ebony MEB-11.mtf|25.0|3081|||3081|-|Biped Mech|Scout|1135|5379583|2|250 XL|IS Endo Steel|Triple-Strength|Small Cockpit|XL Gyro|IS Stealth,|ISPlasmaRifle,ISGuardianECMSuite,Triple Strength Myomer,ISDoubleHeatSink|--|--|--|--|--|--|--|--|no|no|no|no|--
Ebony|MEB-9|942|Ebony MEB-9|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Ebony MEB-9.mtf|25.0|3081|||3081|-|Biped Mech|Scout|1012|5460833|2|250 XL|IS Endo Steel|Triple-Strength|Standard Cockpit|XL Gyro|IS Stealth,|ISSNPPC,ISGuardianECMSuite,Triple Strength Myomer,ISDoubleHeatSink|--|--|--|--|--|--|--|--|no|no|no|no|--
Eidolon|C-EID-001|943|Eidolon C-EID-001|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Eidolon C-EID-001.mtf|55.0|3077||3077|3080|3085+|Biped Mech|Striker|1505|8460262|2|275 Fusion|IS Endo Steel|Standard|Small Cockpit|Standard Gyro|IS Ferro-Fibrous,|ISSNPPC,Improved Jump Jet,ISC3iUnit,ISDoubleHeatSink|--|--|--|--|--|--|--|--|no|no|no|no|--
Eisenfaust|EFT-4J|944|Eisenfaust EFT-4J|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Eisenfaust EFT-4J.mtf|45.0|2515|||2515|-|Biped Mech|Juggernaut|977|2879120|1|135 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Large Laser,Small Laser,Heat Sink,Autocannon/10,Medium Laser|--|--|--|--|--|--|--|--|no|no|no|no|--
Eisenfaust|EFT-7X|945|Eisenfaust EFT-7X|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Eisenfaust EFT-7X.mtf|45.0|3076|||3076|-|Biped Mech|Brawler|1203|5844370|2|180 XL|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|ISDoubleHeatSink,ISERLargeLaser,ISERSmallLaser,ISPlasmaRifle,ISMediumPulseLaser|--|--|--|--|--|--|--|--|no|no|no|no|--
Eisenfaust|EFT-8X|946|Eisenfaust EFT-8X|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Eisenfaust EFT-8X.mtf|45.0|3080|||3080|-|Biped Mech|Brawler|1039|5757370|4|180 XL|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|ISDoubleHeatSink,ISMediumVSPLaser,ISERSmallLaser,Binary Laser (Blazer) Cannon,ISMediumPulseLaser|--|--|--|--|--|--|--|--|no|no|no|no|--
Fennec|FEC-1CM|1036|Fennec FEC-1CM|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Fennec FEC-1CM.mtf|55.0|3080|||3080|-|Biped Mech|Skirmisher|1395|13822125|2|330 XL|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|PPC,ISMediumPulseLaser,ISC3MasterUnit,ISDoubleHeatSink|--|--|--|--|--|--|--|--|no|no|no|no|--
Fennec|FEC-3C|1037|Fennec FEC-3C|false|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Fennec FEC-3C.mtf|55.0|3087|||3087|-|Biped Mech|Sniper|1551|12182225|2|330 XL|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|PPC,Light PPC,ISC3SlaveUnit,ISDoubleHeatSink|--|--|--|--|--|--|--|--|no|no|no|no|--
Flamberge|2|1114|Flamberge 2|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Flamberge 2.mtf|70.0|3087||3087||-|Biped Mech|Skirmisher|2468|15625323|4|280 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|Improved Jump Jet,CLDoubleHeatSink,CLSRM6,CLLargePulseLaser,CLMediumPulseLaser,CLPartialWing,CLMicroPulseLaser,CLCASE|Olivetti Weaponry|Sudeten|JFIX/Olivetti Pinpoint Advanced|JF Integrated|JF Standard|--|280 XL Fusion|JF 7 Light Endo Steel|yes|yes|yes|yes|--
Flamberge|3|1115|Flamberge 3|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Flamberge 3.mtf|70.0|3087||3087||-|Biped Mech|Skirmisher|2346|15926223|4|280 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|Improved Jump Jet,CLSRM4,CLUltraAC20,CLMediumPulseLaser,CLPartialWing,CLMicroPulseLaser,CLDoubleHeatSink,CLCASE|Olivetti Weaponry|Sudeten|JFIX/Olivetti Pinpoint Advanced|JF Integrated|JF Standard|--|280 XL Fusion|JF 7 Light Endo Steel|yes|yes|yes|yes|--
Flamberge|A|1116|Flamberge A|true|TRO: 3085|data\mechfiles\mechs\3085u\Cutting Edge\Flamberge A.mtf|70.0|3077|||3077|-|Biped Mech|Skirmisher|2575|18820417|2|280 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|CLDoubleHeatSink,CLLargePulseLaser,CLSRM6,CLERPPC,Improved Jump Jet,CLTargeting Computer,CLCASE|Olivetti Weaponry|Sudeten|JFIX/Olivetti Pinpoint Advanced|JF Integrated|JF Standard|--|280 XL Fusion|JF 7 Light Endo Steel|yes|yes|yes|yes|--
